,ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Onboarding,ProfessionalTech,TrueFalse_1,TrueFalse_2,TrueFalse_3,SurveyLength,SurveyEase,ConvertedCompYearly
285,43267,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Some college/university study without earning a degree,"Other online resources (e.g., videos, blogs, forum);On the job training;Colleague",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online forum;How-to videos;Written-based Online Courses;Coding sessions (live or recorded),,9,5,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, QA or test;DevOps specialist;Cloud infrastructure engineer",100 to 499 employees,I have a great deal of influence,Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,South Africa,ZAR	South African rand,,Yearly,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;Redis,Microsoft SQL Server;Redis,Microsoft Azure,Microsoft Azure,ASP.NET;ASP.NET Core ;Vue.js,ASP.NET;ASP.NET Core ;Vue.js,.NET,.NET,,,Android Studio;Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),Linux-based;macOS;Windows,Git,Code editor;Command-line,,,Microsoft Planner;Microsoft Lists;Trello,Microsoft Lists,Microsoft Teams;Slack;Zoom,Microsoft Teams,Very favorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White;African,None of the above,None of the above,Yes,Independent contributor,21.0,Disagree,Disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Disagree,Never,1-2 times a week,1-2 times a week,Less than 15 minutes a day,30-60 minutes a day,Somewhat long,Automated testing,Yes,No,Yes,Too long,Neither easy nor difficult,
286,43364,I am learning to code,"Student, full-time",,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification",How-to videos,,2,,,,,Start a free trial;Read ratings or reviews on third party sites like G2Crowd,South Africa,,,,HTML/CSS;Java,Python;R;SQL,MySQL,MySQL;PostgreSQL,,,,,Flutter,Flutter,,,Notepad++;Visual Studio;Visual Studio Code,,Windows,Windows,I don't use one,,,,,,,,Unfavorable,Stack Overflow,A few times per month or weekly,Not sure/can't remember,,"No, not really",18-24 years old,Man,No,Straight / Heterosexual,African,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
287,43434,I am a developer by profession,"Employed, full-time;Student, part-time",Fully remote,Hobby;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc)",,,12,,"Developer, back-end",,,Other (please specify):,South Africa,,,,Java;SQL,Java;SQL,MySQL,MySQL,,,,,Spring,Spring,Docker,Docker;Kubernetes,IntelliJ;Sublime Text,IntelliJ;Sublime Text;Vim,Windows,Windows,Git,Code editor;Command-line;Version control hosting service web GUI,,,Confluence;Jira Work Management,Confluence;Jira Work Management,Microsoft Teams,Microsoft Teams;Slack,Favorable,Stack Overflow,A few times per week,Not sure/can't remember,,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,Indian,None of the above,None of the above,Yes,Independent contributor,5.0,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Never,1-2 times a week,1-2 times a week,15-30 minutes a day,Less than 15 minutes a day,Just right,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Appropriate in length,Neither easy nor difficult,
288,43532,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Contribute to open-source projects,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum)",Stack Overflow;Video-based Online Courses;How-to videos;Written-based Online Courses;Interactive tutorial,,10,7,"Developer, front-end;Developer, mobile;Engineering manager;Developer, embedded applications or devices;Project manager;Cloud infrastructure engineer;Designer;Scientist;Product manager;System administrator;Marketing or sales professional",2 to 9 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,South Africa,ZAR	South African rand,30000.0,Monthly,C++;HTML/CSS;JavaScript;Kotlin;PHP;PowerShell;TypeScript,,MySQL,,AWS,,Angular;Laravel;Node.js,,Capacitor;Cordova;Ionic,Electron,Docker;npm,Docker,Android Studio;CLion;IntelliJ;Visual Studio;Webstorm;Xcode,,,Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL),Git,Command-line,,,Jira Work Management,,Slack,,Very favorable,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,Yes,People manager,9.0,Strongly agree,Strongly disagree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,1-2 times a week,1-2 times a week,Never,15-30 minutes a day,15-30 minutes a day,Just right,,Yes,Yes,Yes,Appropriate in length,Neither easy nor difficult,22764.0
289,43595,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby;Contribute to open-source projects;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Online challenges (e.g., daily or weekly coding challenges);Written-based Online Courses",Coursera;Codecademy;Udacity,22,8,"Developer, full-stack;Designer","10,000 or more employees",I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,South Africa,ZAR	South African rand,150000.0,Monthly,Bash/Shell;HTML/CSS;JavaScript;Python;SQL;TypeScript,Bash/Shell;HTML/CSS;JavaScript;Python;SQL;TypeScript,Cloud Firestore;DynamoDB;MongoDB;PostgreSQL,Cloud Firestore;DynamoDB;MongoDB;PostgreSQL;Redis,AWS;Firebase;Google Cloud;Heroku,AWS;Firebase;Google Cloud;Heroku,Angular;Django;Flask;Node.js;React.js,Angular;Django;Flask;Node.js;React.js,NumPy;Pandas,Apache Spark;NumPy;Pandas;Scikit-learn;TensorFlow,Ansible;Docker;npm,Docker;npm,Atom,Atom,Linux-based,macOS,Git,Code editor;Command-line;Version control hosting service web GUI,,,Confluence;Trello,Confluence;Trello,Microsoft Teams;Slack;Zoom,Slack,Favorable,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,20.0,Agree,Disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,30-60 minutes a day,Somewhat long,DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Appropriate in length,Easy,113796.0
290,43618,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Colleague",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online forum;Written-based Online Courses,,25,22,"Developer, back-end;DevOps specialist",I don’t know,I have little or no influence,Other (please specify):;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,South Africa,ZAR	South African rand,119000.0,Monthly,Java,Java,MySQL,MySQL,AWS,AWS,,,Spring,Flutter;Spring,Docker,Docker;Terraform,Atom;Eclipse;IntelliJ,Atom;Eclipse,Linux-based;macOS,Linux-based,Git,Code editor;Command-line;Version control hosting service web GUI,,,Jira Work Management,,Cisco Webex Teams;Microsoft Teams;Zoom,,Unfavorable,Collectives on Stack Overflow;Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,90276.0
291,43750,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Freelance/contract work,"Associate degree (A.A., A.S., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Technical documentation;Stack Overflow;Online books;How-to videos;Coding sessions (live or recorded);Certification videos,,5,3,"Engineer, data;Database administrator;Data or business analyst;Designer",10 to 19 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,South Africa,ZAR	South African rand,346000.0,Monthly,C++;Python;SQL;TypeScript,Python;R;SQL;TypeScript,Microsoft SQL Server;MySQL;Oracle;SQLite,Cassandra;MongoDB;MySQL;Oracle;PostgreSQL;Firebase Realtime Database;SQLite,Microsoft Azure,AWS;Google Cloud;Microsoft Azure;Oracle Cloud Infrastructure;OpenStack;VMware,,,,,npm,npm,IPython/Jupyter;Notepad++;RStudio,IPython/Jupyter;Notepad++;RStudio;Visual Studio Code,Windows,Windows,Git,Version control hosting service web GUI,,,ClickUp,Stack Overflow for Teams,Microsoft Teams;Zoom,,Favorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,African,None of the above,None of the above,Yes,Independent contributor,4.0,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,1-2 times a week,1-2 times a week,1-2 times a week,Less than 15 minutes a day,15-30 minutes a day,Somewhat long,None of these,No,No,No,Appropriate in length,Easy,262488.0
292,43861,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,Some college/university study without earning a degree,"School (i.e., University, College, etc);On the job training",,,4,Less than 1 year,"Developer, front-end;Developer, back-end",10 to 19 employees,I have little or no influence,Visit developer communities like Stack Overflow;Ask developers I know/work with,South Africa,ZAR	South African rand,11000.0,Monthly,,,,,,,jQuery,jQuery,,,Chef,Chef,,,Linux-based,Windows,Git,Code editor;Command-line,,,,,Google Chat,Google Chat,Unsure,Stack Overflow,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",18-24 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,Yes,Independent contributor,1.0,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Disagree,Never,Never,Never,15-30 minutes a day,Less than 15 minutes a day,Somewhat long,Innersource initiative;DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,No,Yes,Yes,Appropriate in length,Easy,8340.0
293,43889,I am a developer by profession,"Employed, full-time;Student, part-time","Hybrid (some remote, some in-person)",School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification",Technical documentation;Programming Games;Written Tutorials;Stack Overflow;Video-based Online Courses;How-to videos;Written-based Online Courses;Interactive tutorial;Certification videos,Udemy;Codecademy;Pluralsight;edX,7,,"Developer, back-end;Developer, desktop or enterprise applications",,,Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,South Africa,,,,C#;C++;HTML/CSS;Python;SQL,C#;Python;SQL,Microsoft SQL Server,Microsoft SQL Server,,,ASP.NET;ASP.NET Core ,ASP.NET;ASP.NET Core ,.NET,.NET,Unity 3D,Unity 3D;Unreal Engine,Notepad++;Qt Creator;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,Windows,macOS;Windows,Other (please specify):,Dedicated version control GUI application,,,Asana;Confluence;Jira Work Management,,Microsoft Teams;Slack;Zoom,,Unfavorable,Stack Overflow;Stack Exchange,A few times per week,Not sure/can't remember,,"No, not really",25-34 years old,Man,No,Prefer not to say,White;European,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.);I have learning differences (e.g., Dyslexic, Dyslexia, etc.)",Yes,Independent contributor,3.0,Strongly agree,Disagree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Never,3-5 times a week,3-5 times a week,15-30 minutes a day,15-30 minutes a day,Very long,None of these,Yes,No,No,Appropriate in length,Neither easy nor difficult,
294,43927,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Full in-person,Hobby;Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;School (i.e., University, College, etc);On the job training",,,39,27,"Developer, front-end;Engineer, site reliability;Developer, back-end;Developer, mobile;Database administrator;Senior Executive (C-Suite, VP, etc.);System administrator",2 to 9 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,South Africa,ZAR	South African rand,50000.0,Monthly,JavaScript;Python;SQL,Clojure;JavaScript;Python,MySQL,PostgreSQL,AWS,,Ruby on Rails,React.js,React Native,React Native;TensorFlow;Torch/PyTorch,Docker,Docker,Vim,Vim,Linux-based;macOS,macOS,Git,Command-line;Version control hosting service web GUI,,,,,Slack,,Unfavorable,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",45-54 years old,Man,No,Straight / Heterosexual,White;African,None of the above,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,37932.0
295,43946,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;How-to videos,,12,8,"Developer, back-end",20 to 99 employees,I have some influence,Start a free trial;Ask developers I know/work with,South Africa,ZAR	South African rand,80000.0,Monthly,C++;JavaScript;TypeScript,C#;JavaScript;TypeScript,MySQL;PostgreSQL;SQLite,PostgreSQL,AWS;Google Cloud,AWS,React.js,React.js,,,Docker;Kubernetes;npm;Terraform;Yarn,Docker;Kubernetes;npm;Terraform,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),Windows,Git,Code editor;Command-line,,,Notion,Notion,Google Chat;Microsoft Teams;Slack,Slack,Indifferent,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,8.0,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,Somewhat long,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,Yes,Yes,Appropriate in length,Easy,60696.0
